k,mean accuracy,mean log loss
3815,0.5324132,0.3313945
3816,0.5324132,0.33151135
3817,0.5324132,0.3316283
3818,0.5324132,0.33174667
3819,0.5322202,0.3317275
3820,0.5322202,0.33184156
3821,0.5322202,0.3319585
3822,0.5322202,0.33207512
3823,0.5322202,0.332187
3824,0.5322202,0.33230096
3825,0.5322202,0.33241993
3826,0.5322202,0.33253598
3827,0.5322202,0.3326535
3828,0.5322202,0.33277017
3829,0.5322202,0.33288923
3830,0.5322202,0.3330104
3831,0.5322202,0.33313283
3832,0.5322202,0.33325258
3833,0.5322202,0.33337364
3834,0.5322202,0.3334923
3835,0.5322202,0.33360788
3836,0.5322202,0.33372432
3837,0.5322202,0.33384112
3838,0.5322202,0.33395603
3839,0.5322202,0.3340722
3840,0.5322202,0.3341891
3841,0.5322202,0.33430475
3842,0.5322202,0.33441964
3843,0.5322202,0.33453482
3844,0.5322202,0.33464962
3845,0.5322202,0.33476275
3846,0.5322202,0.33487228
3847,0.531641,0.334581
3848,0.531834,0.33482283
3849,0.531641,0.33479804
3850,0.531641,0.33491048
3851,0.531641,0.33502585
3852,0.531641,0.33513677
3853,0.531641,0.33524597
3854,0.531641,0.3353534
3855,0.531641,0.33546132
3856,0.531641,0.33557144
3857,0.531641,0.33567718
3858,0.5318326,0.335916
3859,0.531641,0.3358874
3860,0.531641,0.33599168
3861,0.531641,0.33609906
3862,0.531641,0.3362009
3863,0.531641,0.33630544
3864,0.531641,0.33641344
3865,0.53144795,0.336386
3866,0.53144795,0.33648986
3867,0.53144795,0.3365953
3868,0.53144795,0.3367027
3869,0.53144795,0.33680704
3870,0.53163946,0.33704373
3871,0.53163946,0.3371359
3872,0.53163946,0.33722714
3873,0.53163946,0.33732793
3874,0.53163946,0.33741945
3875,0.53163946,0.33751592
3876,0.53202415,0.33787426
3877,0.53202415,0.3379664
3878,0.53202415,0.33806124
3879,0.53202415,0.3381543
3880,0.53202415,0.338247
3881,0.53202415,0.33834207
3882,0.53202415,0.3384354
3883,0.53202415,0.33852226
3884,0.53202415,0.3386176
3885,0.53202415,0.33870676
3886,0.53202415,0.3388011
3887,0.53202415,0.33889952
3888,0.53202415,0.3389914
3889,0.53202415,0.33908638
3890,0.53202415,0.3391832
3891,0.53202415,0.33928305
3892,0.53202415,0.33938318
3893,0.53202415,0.33948517
3894,0.53221714,0.33971494
3895,0.53202415,0.339676
3896,0.53202415,0.3397693
3897,0.5318311,0.33973128
3898,0.5318311,0.3398268
3899,0.5318311,0.3399207
3900,0.5318311,0.34001076
3901,0.5318311,0.3401037
3902,0.5318311,0.3401912
3903,0.5318311,0.34027725
3904,0.53241026,0.34077013
3905,0.5318311,0.34045616
3906,0.53202415,0.34067166
3907,0.5318311,0.34062427
3908,0.5318311,0.34070578
3909,0.5318311,0.3407898
3910,0.53202415,0.3410058
3911,0.53202415,0.34108704
3912,0.53202415,0.3411655
3913,0.53202415,0.34124333
3914,0.53221714,0.34145084
3915,0.53221714,0.34149998
3916,0.53221714,0.3415685
3917,0.53221714,0.3416405
3918,0.53241026,0.3418353
3919,0.53241026,0.34189495
3920,0.5329894,0.34236068
3921,0.5329894,0.34241307
3922,0.5331825,0.34260502
3923,0.5329894,0.34253222
3924,0.5329894,0.34259686
3925,0.5327964,0.3425272
3926,0.5331825,0.3428597
3927,0.5327964,0.3426573
3928,0.5331825,0.3429777
3929,0.5327964,0.3427691
3930,0.5329894,0.34296063
3931,0.5329894,0.34301203
3932,0.5331825,0.3432071
3933,0.5331825,0.34325987
3934,0.5331825,0.3433181
3935,0.5331825,0.34336504
3936,0.5333755,0.3435516
3937,0.5331825,0.3434722
3938,0.5331825,0.34351927
3939,0.5331825,0.34357113
3940,0.5331825,0.34361148
3941,0.5331825,0.3436597
3942,0.5333755,0.34383094
3943,0.5333755,0.3438646
3944,0.5333755,0.34390643
3945,0.5331825,0.34379718
3946,0.53356856,0.3440921
3947,0.53356856,0.34411347
3948,0.5337616,0.3442915
3949,0.5337616,0.34434015
3950,0.5339547,0.3445266
3951,0.53356856,0.34432235
3952,0.5339532,0.34465513
3953,0.5337602,0.3445867
3954,0.5341462,0.34490967
3955,0.5341462,0.34497386
3956,0.5341462,0.34504756
3957,0.5341462,0.3451201
3958,0.5341462,0.3451888
3959,0.5341462,0.34526348
3960,0.5341462,0.34533763
3961,0.5341462,0.34541172
3962,0.53453237,0.34575358
3963,0.5341462,0.34554988
3964,0.53472537,0.34602007
3965,0.53472537,0.3460918
3966,0.5349184,0.346293
3967,0.5349184,0.3463634
3968,0.5349184,0.3464394
3969,0.5349184,0.34650835
3970,0.53530455,0.34684733
3971,0.53530455,0.34691894
3972,0.5356906,0.3472595
3973,0.53549755,0.3471995
3974,0.5368489,0.3482123
3975,0.5364628,0.34802002
3976,0.5374281,0.34876427
3977,0.5368489,0.34844524
3978,0.53761816,0.34905702
3979,0.53723204,0.34886378
3980,0.53819734,0.34960756
3981,0.53761816,0.3492853
3982,0.53819734,0.34976736
3983,0.5380043,0.34971422
3984,0.53819734,0.3499282
3985,0.53781414,0.34974906
3986,0.5385863,0.35037014
3987,0.5383933,0.35032806
3988,0.5383933,0.35042146
3989,0.5383933,0.35051617
3990,0.54070985,0.35221705
3991,0.54032385,0.3520469
3992,0.54167074,0.35307413
3993,0.54167074,0.3531743
3994,0.5424429,0.35380983
3995,0.5422499,0.35376948
3996,0.5428291,0.35426623
3997,0.542636,0.35422355
3998,0.54398733,0.35525236
3999,0.54398733,0.35534465
4000,0.54533726,0.3563705
4001,0.54533726,0.35646465
4002,0.5451442,0.35642877
4003,0.54437196,0.35598975
4004,0.5470747,0.3579592
4005,0.5470747,0.35805595
4006,0.54997194,0.3601601
4007,0.54997194,0.3602546
4008,0.55344534,0.36275965
4009,0.55248153,0.36219317
4010,0.5536428,0.36309472
4011,0.55344975,0.36305723
4012,0.55306363,0.362883
4013,0.55229145,0.36244395
4014,0.55344975,0.3633427
4015,0.55229294,0.3626344
4016,0.5526805,0.36300015
4017,0.5521014,0.36269242
4018,0.5524875,0.36305654
4019,0.5522944,0.36300978
4020,0.5519083,0.36283863
4021,0.5515222,0.3626658
4022,0.5526805,0.36355656
4023,0.5522944,0.3633782
4024,0.5530666,0.36400563
4025,0.55229443,0.3635648
4026,0.55345273,0.36445805
4027,0.5524889,0.363883
4028,0.5534542,0.3646436
4029,0.55326116,0.3645981
4030,0.5544194,0.36548644
4031,0.5542264,0.36544055
4032,0.5540334,0.36539644
4033,0.55326116,0.36495486
4034,0.55557775,0.36664099
4035,0.55557775,0.3667329
4036,0.5592427,0.36935574
4037,0.55731374,0.3681007
4038,0.5617509,0.3712541
4039,0.56117326,0.37093133
4040,0.56387293,0.37288186
4041,0.5627161,0.37215757
4042,0.5623286,0.37196264
4043,0.5615564,0.37149987
4044,0.5623271,0.3721075
4045,0.562327,0.3721802
4046,0.5646378,0.37385482
4047,0.5636784,0.37324268
4048,0.5671474,0.37571958
4049,0.5656089,0.37472865
4050,0.56695884,0.37572455
4051,0.5665742,0.3755099
4052,0.56773245,0.37638617
4053,0.5667673,0.3757797
4054,0.58066547,0.3854557
4055,0.57950854,0.38471514
4056,0.588772,0.39118993
4057,0.58742064,0.3902944
4058,0.590508,0.3924636
4059,0.59012187,0.39224452
4060,0.5945532,0.39536172
4061,0.5933979,0.3946104
4062,0.5943602,0.39532417
4063,0.5930088,0.3944322
4064,0.597446,0.3975632
4065,0.5951294,0.39601272
4066,0.5955155,0.3963387
4067,0.59455025,0.39572045
4068,0.5953225,0.39630538
4069,0.59455025,0.39582586
4070,0.60227376,0.40122658
4071,0.6011139,0.40047956
4072,0.61385226,0.40936154
4073,0.61172575,0.40794033
4074,0.6196335,0.41347328
4075,0.6173183,0.41191047
4076,0.6265758,0.41838416
4077,0.62560326,0.41775125
4078,0.6369739,0.42568213
4079,0.6389059,0.4270659
4080,0.654344,0.43781868
4081,0.647014,0.43279028
4082,0.65531665,0.438605
4083,0.6502973,0.4351798
4084,0.6609017,0.4425943
4085,0.65356886,0.43757972
4086,0.6616725,0.4432544
4087,0.6618611,0.44343606
4088,0.6653405,0.4458987
4089,0.65474045,0.43861717
4090,0.6549439,0.43881273
4091,0.64606947,0.43273035
4092,0.64607096,0.43279284
4093,0.64317816,0.43084353
4094,0.64819306,0.43436307
4095,0.6429836,0.43080544
4096,0.6456834,0.43271512
4097,0.64471817,0.43209442
4098,0.64394,0.43160802
4099,0.6420139,0.4303027
4100,0.6412433,0.42981023
4101,0.6389311,0.42824405
4102,0.64201844,0.43042335
4103,0.6395117,0.428725
4104,0.6358422,0.4262475
4105,0.6317882,0.42348066
4106,0.6362284,0.42658406
4107,0.63429785,0.42527503
4108,0.6346825,0.42554927
4109,0.62870234,0.4214306
4110,0.62696046,0.4202486
4111,0.6227149,0.41731566
4112,0.62598336,0.41960636
4113,0.62154764,0.41655198
4114,0.62482506,0.41885963
4115,0.61961716,0.41528076
4116,0.617299,0.41370958
4117,0.6182643,0.41441187
4118,0.6313843,0.42353505
4119,0.6315788,0.42369255
4120,0.63292724,0.42464954
4121,0.6325426,0.4244159
4122,0.6327312,0.42458406
4123,0.63041615,0.42301503
4124,0.63485485,0.426135
4125,0.6223065,0.41748136
4126,0.62191755,0.4172604
4127,0.6118803,0.41034523
4128,0.6147746,0.41238385
4129,0.61264956,0.41095814
4130,0.6164884,0.41367278
4131,0.6180328,0.41478485
4132,0.6270766,0.42109427
4133,0.62649894,0.42073458
4134,0.6274612,0.42144337
4135,0.6291987,0.42270297
4136,0.6328785,0.42529902
4137,0.63056624,0.4237399
4138,0.64194596,0.4316637
4139,0.63906205,0.4296999
4140,0.6492847,0.4368224
4141,0.6483181,0.43618506
4142,0.6550703,0.4408986
4143,0.6533343,0.43972644
4144,0.67089754,0.45193034
4145,0.6695476,0.45101848
4146,0.6681904,0.45011324
4147,0.66588414,0.44854468
4148,0.6674182,0.44965053
4149,0.6662717,0.44889784
4150,0.6676127,0.4498589
4151,0.6651222,0.4481717
4152,0.664353,0.44768208
4153,0.66396844,0.4474555
4154,0.6711009,0.4524396
4155,0.66956097,0.45140618
4156,0.6708975,0.45237333
4157,0.6693649,0.45134798
4158,0.67434585,0.45484844
4159,0.6757001,0.4558382
4160,0.6785737,0.45789212
4161,0.67627776,0.45635977
4162,0.6868645,0.46375304
4163,0.6870605,0.4639639
4164,0.6936227,0.46857962
4165,0.69786686,0.47157854
4166,0.7019239,0.47444376
4167,0.6994127,0.4727671
4168,0.7009527,0.47389388
4169,0.6976768,0.47168964
4170,0.6967115,0.47109088
4171,0.69227135,0.46807757
4172,0.69342077,0.46893543
4173,0.69110715,0.46738452
4174,0.68222535,0.46128425
4175,0.68241835,0.4614698
4176,0.6789419,0.45911232
4177,0.6814546,0.46091422
4178,0.6843444,0.4629678
4179,0.68318766,0.46221098
4180,0.6816447,0.4611892
4181,0.6870501,0.46497077
4182,0.68551314,0.4639371
4183,0.68570465,0.46410593
4184,0.69747925,0.4722975
4185,0.6941989,0.47005883
4186,0.6949799,0.47062248
4187,0.6934341,0.46956927
4188,0.6943978,0.47025484
4189,0.68841475,0.46611708
4190,0.6913105,0.46813807
4191,0.68551904,0.46413165
4192,0.6791468,0.4597248
4193,0.6741275,0.456244
4194,0.673936,0.45611787
4195,0.67413056,0.4562489
4196,0.6752933,0.4570605
4197,0.67529184,0.4570493
4198,0.67625415,0.4577252
4199,0.6754819,0.45717126
4200,0.67046106,0.45368966
4201,0.6683553,0.45221806
4202,0.6695106,0.4530178
4203,0.66894037,0.45261702
4204,0.6691511,0.45276183
4205,0.6658797,0.45050007
4206,0.6695388,0.45304376
4207,0.6679944,0.4519837
4208,0.67108166,0.45412868
4209,0.6695402,0.4530881
4210,0.67899823,0.45967752
4211,0.67281765,0.4554236
4212,0.6797689,0.46026856
4213,0.67861056,0.45950603
4214,0.67918974,0.45995036
4215,0.67802995,0.45918044
4216,0.6735972,0.45614418
4217,0.6747393,0.45695934
4218,0.6805337,0.4610126
4219,0.67706174,0.45864034
4220,0.67629397,0.45814362
4221,0.6732067,0.45602545
4222,0.68344283,0.46313757
4223,0.6820899,0.46221393
4224,0.69058263,0.46812755
4225,0.6890383,0.4670766
4226,0.6946368,0.47096124
4227,0.68904275,0.46709138
4228,0.6956049,0.47165957
4229,0.6919385,0.46913338
4230,0.68940365,0.4673861
4231,0.6855427,0.46471816
4232,0.6895909,0.46753556
4233,0.6895908,0.4675444
4234,0.6959304,0.47194463
4235,0.6947721,0.47116628
4236,0.6961205,0.47211927
4237,0.6936108,0.47040328
4238,0.69380534,0.47056437
4239,0.69284016,0.4699049
4240,0.69689417,0.47273484
4241,0.69708574,0.47288242
4242,0.7038441,0.4775818
4243,0.6959319,0.47212926
4244,0.70037204,0.47522956
4245,0.69207233,0.46953106
4246,0.69573593,0.47212085
4247,0.6978623,0.47362837
4248,0.6986346,0.47421265
4249,0.69689566,0.47304994
4250,0.69959986,0.47496256
4251,0.69652593,0.47286576
4252,0.70038533,0.47558165
4253,0.6982618,0.47415453
4254,0.70271826,0.4772904
4255,0.69888085,0.47466326
4256,0.7009852,0.47616825
4257,0.6992566,0.4750216
4258,0.700608,0.47599322
4259,0.69753397,0.47390407
4260,0.6957966,0.4727431
4261,0.6919385,0.4701182
4262,0.6927122,0.47067767
4263,0.69656885,0.47337046
4264,0.69695485,0.47365078
4265,0.69618267,0.47315234
4266,0.695605,0.47278485
4267,0.6942551,0.4718811
4268,0.69579804,0.47297725
4269,0.693679,0.47155207
4270,0.6934933,0.47145224
4271,0.6931072,0.47122025
4272,0.6975517,0.47434407
4273,0.6896485,0.4689001
4274,0.68887335,0.4684001
4275,0.6823096,0.46389827
4276,0.6821166,0.46381775
4277,0.6772889,0.46052146
4278,0.6813208,0.46336594
4279,0.6774597,0.4607491
4280,0.67823046,0.4613493
4281,0.6718643,0.45700663
4282,0.6726335,0.45760876
4283,0.66935456,0.45541406
4284,0.68073565,0.46338138
4285,0.6786254,0.46199456
4286,0.6807357,0.46353564
4287,0.6759095,0.4602676
4288,0.6656777,0.45325613
4289,0.6683894,0.45520726
4290,0.66143954,0.4504589
4291,0.66143954,0.45051855
4292,0.65969616,0.44937307
4293,0.65815175,0.4483494
4294,0.66429675,0.4526453
4295,0.6812852,0.46446103
4296,0.68089026,0.4642133
4297,0.674757,0.45998144
4298,0.6718598,0.4579772
4299,0.6683849,0.4555714
4300,0.66336554,0.4520885
4301,0.66433084,0.45275646
4302,0.66201425,0.45113593
4303,0.6625933,0.4515263
4304,0.6701238,0.45673132
4305,0.6884636,0.4694156
4306,0.6869177,0.46833175
4307,0.68672466,0.46817103
4308,0.6942536,0.4733728
4309,0.69483274,0.4737422
4310,0.6988809,0.47652292
4311,0.6990754,0.47663298
4312,0.69308794,0.47246185
4313,0.6928978,0.47231823
4314,0.69672334,0.47495574
4315,0.6967263,0.47493333
4316,0.69460857,0.47345287
4317,0.68650645,0.46783346
4318,0.6865064,0.46782637
4319,0.6820693,0.46474162
4320,0.6895968,0.46995455
4321,0.6874732,0.4684801
4322,0.6824731,0.4650086
4323,0.6681726,0.45508042
4324,0.66721034,0.4544138
4325,0.6573633,0.44757852
4326,0.65372497,0.4450484
4327,0.64288455,0.43751502
4328,0.64002573,0.4355244
4329,0.6311513,0.4293572
4330,0.63657457,0.43312174
4331,0.62885255,0.4277553
4332,0.6402558,0.43564922
4333,0.63118094,0.42934498
4334,0.6342757,0.4314758
4335,0.62887025,0.42770538
4336,0.63679117,0.43317676
4337,0.6283162,0.42727813
4338,0.6443394,0.43836898
4339,0.63777125,0.4337904
4340,0.63720834,0.43337065
4341,0.6345042,0.43147382
4342,0.6335478,0.43078694
4343,0.6331499,0.4304815
4344,0.63200045,0.42965
4345,0.6280862,0.4269011
4346,0.64140666,0.4361117
4347,0.63348424,0.43057647
4348,0.6390827,0.43439564
4349,0.63522017,0.43166724
4350,0.630587,0.42842355
4351,0.62944347,0.42758998
4352,0.6327149,0.4298245
4353,0.6259567,0.42510995
4354,0.6315537,0.4289605
4355,0.6321343,0.42932615
4356,0.6330981,0.4299603
4357,0.632908,0.42979503
4358,0.634448,0.43083024
4359,0.62730515,0.42585057
4360,0.6282703,0.42648667
4361,0.6244094,0.42377242
4362,0.6244094,0.42373556
4363,0.61884046,0.41984135
4364,0.6207577,0.42113027
4365,0.61999,0.42055067
4366,0.62075627,0.4210376
4367,0.6203716,0.42072946
4368,0.622862,0.4224121
4369,0.62285167,0.4223574
4370,0.6230432,0.4224406
4371,0.6168672,0.4181103
4372,0.6172503,0.41833735
4373,0.60663545,0.41093755
4374,0.60605633,0.4104925
4375,0.5877166,0.39773977
4376,0.58636516,0.39675987
4377,0.5770988,0.39029318
4378,0.5763266,0.3897133
4379,0.5630091,0.38045147
4380,0.5633923,0.38067222
4381,0.5508809,0.37194863
4382,0.5499157,0.37122637
4383,0.5410517,0.3650309
4384,0.5406655,0.36471102
4385,0.546264,0.36852923
4386,0.54800147,0.3696742
4387,0.55128336,0.37188053
4388,0.55128336,0.37180772
4389,0.546457,0.36838523
4390,0.5466501,0.36844572
4391,0.5454918,0.36756903
4392,0.5454918,0.36750144
4393,0.5481945,0.36930233
4394,0.54877365,0.3696224
4395,0.5497389,0.3702119
4396,0.5497389,0.37013298
4397,0.54761684,0.36858124
4398,0.54761684,0.36850527
4399,0.54530025,0.36682436
4400,0.5449141,0.3664814
4401,0.54298365,0.365068
4402,0.54298365,0.36499184
4403,0.540474,0.36317655
4404,0.540474,0.36309782
4405,0.540474,0.36301923
4406,0.540474,0.36294103
4407,0.5398948,0.36245456
4408,0.5398948,0.3623764
4409,0.5397018,0.3621665
4410,0.5397018,0.36208957
4411,0.53931564,0.3617403
4412,0.53931564,0.36165732
4413,0.5389296,0.36130768
4414,0.53873795,0.36109376
4415,0.5341418,0.35782352
4416,0.5341418,0.3577388
4417,0.53433335,0.3577855
4418,0.53433335,0.3577051
4419,0.5339473,0.3573565
4420,0.5339473,0.3572753
4421,0.53414035,0.35732633
4422,0.5339488,0.35711017
4423,0.5316454,0.355431
4424,0.5316454,0.35534883
4425,0.5293288,0.353661
4426,0.5196763,0.3468839
4427,0.51755273,0.34532458
4428,0.51755273,0.3452348
4429,0.51755273,0.34514642
4430,0.51755273,0.345061
4431,0.5177458,0.34510893
4432,0.5177458,0.34502333
4433,0.5177458,0.34493494
4434,0.5177458,0.34484667
4435,0.51755273,0.34462738
4436,0.51755273,0.34454513
4437,0.51755273,0.34446633
4438,0.51755273,0.34439048
4439,0.51755273,0.34430838
4440,0.51755273,0.34422854
4441,0.51755273,0.34414503
4442,0.51755273,0.3440631
4443,0.51755273,0.34398204
4444,0.51755273,0.3439026
4445,0.51755273,0.34382838
4446,0.51755273,0.3437479
4447,0.51755273,0.3436675
4448,0.51755273,0.34358582
4449,0.51755273,0.34350342
4450,0.51755273,0.343422
4451,0.51755273,0.3433405
4452,0.51755273,0.3432532
4453,0.51755273,0.34317458
4454,0.51755273,0.3430928
4455,0.51755273,0.34300435
4456,0.51755273,0.34292522
4457,0.51755273,0.34283656
4458,0.51755273,0.34274957
4459,0.51755273,0.34267077
4460,0.51755273,0.34259474
4461,0.51755273,0.3425153
4462,0.51755273,0.34243894
4463,0.51755273,0.34236073
4464,0.51755273,0.3422821
4465,0.51755273,0.3422043
4466,0.51755273,0.34213024
4467,0.51755273,0.34205547
4468,0.51755273,0.3419861
4469,0.51755273,0.34190568
4470,0.51755273,0.34182948
4471,0.51755273,0.34176216
4472,0.51755273,0.34169987
4473,0.51755273,0.34163892
4474,0.51755273,0.3415755
4475,0.51755273,0.34151572
4476,0.51755273,0.34145382
4477,0.51755273,0.34139186
4478,0.51755273,0.3413306
4479,0.51755273,0.34127194
4480,0.51755273,0.34121308
4481,0.51755273,0.3411492
4482,0.51755273,0.34108818
4483,0.51755273,0.3410297
4484,0.51755273,0.34096697
4485,0.51755273,0.3409066
4486,0.51755273,0.34085053
4487,0.51755273,0.34078887
4488,0.51755273,0.34072483
4489,0.51755273,0.34066385
4490,0.51755273,0.34060028
4491,0.51755273,0.34054035
4492,0.51755273,0.3404742
4493,0.51755273,0.3404054
4494,0.51755273,0.34032744
4495,0.51755273,0.34025756
4496,0.51755273,0.34018606
4497,0.51755273,0.34011632
4498,0.51755273,0.3400503
4499,0.51755273,0.33998123
4500,0.51755273,0.33991522
4501,0.51755273,0.33984524
4502,0.51755273,0.3397842
4503,0.51755273,0.3397179
4504,0.51755273,0.33965272
4505,0.51755273,0.33959118
4506,0.51755273,0.3395272
4507,0.51755273,0.33947787
4508,0.51755273,0.33943173
4509,0.51755273,0.33939376
4510,0.51755273,0.33936194
4511,0.51755273,0.3393283
4512,0.51755273,0.33930352
4513,0.51755273,0.33929053
4514,0.51755273,0.33927342
4515,0.51755273,0.33925906
4516,0.51755273,0.33925122
4517,0.51755273,0.33924326
4518,0.51755273,0.33923545
4519,0.51755273,0.33922902
4520,0.51755273,0.33923107
4521,0.51755273,0.33923203
4522,0.51755273,0.33923104
4523,0.51755273,0.3392346
4524,0.51755273,0.33924305
4525,0.51755273,0.33925265
4526,0.51755273,0.33926287
4527,0.51755273,0.33928278
4528,0.51755273,0.3393026
4529,0.51755273,0.3393242
4530,0.51755273,0.33934703
4531,0.51755273,0.33936888
4532,0.51755273,0.3393895
4533,0.51755273,0.33940622
4534,0.51755273,0.339431
4535,0.51755273,0.33945116
4536,0.51755273,0.33947235
4537,0.51755273,0.33949214
4538,0.51755273,0.33950776
4539,0.51755273,0.33952934
4540,0.51755273,0.33954695
4541,0.51755273,0.3395627
4542,0.51755273,0.339586
4543,0.51755273,0.33961007
4544,0.51755273,0.3396332
4545,0.51755273,0.33965915
4546,0.51755273,0.33968797
4547,0.51755273,0.33971912
4548,0.51755273,0.3397534
4549,0.51755273,0.33978853
4550,0.51755273,0.3398241
4551,0.51755273,0.33985513
4552,0.51755273,0.33988786
4553,0.51755273,0.33992356
4554,0.51755273,0.33996442
4555,0.51755273,0.34000802
4556,0.51755273,0.34005088
4557,0.51755273,0.34009776
4558,0.51755273,0.34014815
4559,0.51755273,0.34019607
4560,0.51755273,0.34024674
4561,0.51755273,0.34029874
4562,0.51755273,0.34034523
4563,0.51755273,0.3403987
4564,0.51755273,0.34045333
4565,0.51755273,0.3405051
4566,0.51755273,0.34053895
4567,0.51755273,0.34056762
4568,0.51755273,0.34059337
4569,0.51755273,0.34061942
4570,0.51755273,0.34063873
4571,0.51755273,0.34064603
4572,0.51755273,0.34064403
4573,0.51755273,0.34063423
4574,0.51755273,0.34061396
4575,0.51755273,0.34058824
4576,0.51755273,0.34055406
4577,0.51755273,0.34052467
4578,0.51755273,0.34050202
4579,0.51755273,0.34047693
4580,0.51755273,0.3404502
4581,0.51755273,0.34042272
4582,0.51755273,0.34039682
4583,0.51755273,0.3403779
4584,0.51755273,0.34036335
4585,0.51755273,0.34036452
4586,0.51755273,0.3403785
4587,0.51755273,0.34039742
4588,0.51755273,0.34043294
4589,0.51755273,0.3404745
4590,0.51755273,0.34053227
4591,0.51755273,0.34059614
4592,0.51755273,0.34066877
4593,0.51755273,0.34073505
4594,0.51755273,0.34079975
4595,0.51755273,0.34087038
4596,0.51755273,0.34093624
4597,0.51755273,0.34100285
4598,0.51755273,0.3410753
4599,0.51755273,0.34114012
4600,0.51755273,0.3412003
4601,0.51755273,0.3412555
4602,0.51755273,0.34131002
4603,0.51755273,0.3413687
4604,0.51755273,0.34142858
4605,0.51755273,0.34149045
4606,0.51755273,0.3415447
4607,0.51755273,0.34160018
4608,0.51755273,0.3416515
4609,0.51755273,0.34170377
4610,0.51755273,0.3417694
4611,0.51755273,0.3418233
4612,0.51755273,0.3418789
4613,0.51755273,0.3419338
4614,0.51755273,0.34199172
4615,0.51755273,0.34204534
4616,0.51755273,0.3420928
4617,0.51755273,0.342148
4618,0.51755273,0.34218276
4619,0.51755273,0.34221545
4620,0.51755273,0.3422297
4621,0.51755273,0.34225887
4622,0.51755273,0.34224245
4623,0.51755273,0.342229
4624,0.51755273,0.34220052
4625,0.51755273,0.34211972
4626,0.51755273,0.34206456
4627,0.51755273,0.34200236
4628,0.51755273,0.34194532
4629,0.51755273,0.34187984
4630,0.51755273,0.34179622
4631,0.51755273,0.3416905
4632,0.51755273,0.34158963
4633,0.51755273,0.3415215
4634,0.51755273,0.3414483
4635,0.51755273,0.3413807
4636,0.51755273,0.34134924
4637,0.51755273,0.3413011
4638,0.51755273,0.3412537
4639,0.51755273,0.341188
4640,0.51755273,0.34110254
4641,0.51755273,0.34100443
4642,0.51755273,0.34088358
4643,0.51755273,0.34080344
4644,0.51755273,0.34071428
4645,0.51755273,0.34063545
4646,0.51755273,0.34055883
4647,0.51755273,0.34049147
4648,0.51755273,0.3404242
4649,0.51755273,0.3403557
4650,0.51755273,0.34029597
4651,0.51755273,0.3402357
4652,0.51755273,0.34018108
4653,0.51755273,0.3401534
4654,0.51755273,0.3401749
4655,0.51755273,0.34024113
4656,0.51755273,0.34032616
4657,0.51755273,0.34041935
4658,0.51755273,0.34051546
4659,0.51755273,0.3406172
4660,0.51755273,0.34071296
4661,0.51755273,0.34079996
4662,0.51755273,0.34088784
4663,0.51755273,0.34094205
4664,0.51755273,0.34096777
